assets/images/icons/ui_gym.png;Gym;assets/images/pictures/pic_gym.jpg;Fully equipped gym for workout and physical activities.;-1.977;0.5;0.074
assets/images/icons/ui_lounge.png;Lounge Area by the Pool;assets/images/pictures/pic_longue.jpg;Pool with a cozy lounge area, ideal for relaxation and gatherings.;-1.518;0.5;0.076
assets/images/icons/ui_parking.png;Parking;assets/images/pictures/pic_parking.jpg;Secure and accessible parking with convenient entry and exit.;-0.921;0.5;-1.016
assets/images/icons/ui_pool.png;Swimming Pool;assets/images/pictures/pic_longue.jpg;Calm, turquoise waters are protected by a coral reet, offering a serene and safe environment perfect for swimming and relaxation.;-0.325;0.5;-0.036
assets/images/icons/ui_playground.png;Children Playground;assets/images/pictures/pic_playground.jpg;Safe and fun playground for kids, with diverse play equipment.;0.01;0.5;0.866
assets/images/icons/ui_gym.png;Outdoor exercise equipment;assets/images/pictures/pic_gym.jpg;An open-air fitness area equipped with machines for physical workouts.;-1.812;0.5;0.469
assets/images/icons/ui_playground.png;Relax Area;assets/images/pictures/pic_longue.jpg;A cozy outdoor space designed for rest and relaxation.;-1.731;0.5;0.801
assets/images/icons/ui_playground.png;Volleyball Spot;assets/images/pictures/pic_longue.jpg;A dedicated court for playing volleyball in the fresh air.;-1.088;0.5;0.863
assets/images/icons/ui_walkway.png;Walking Area;assets/images/pictures/pic_playground.jpg;Scenic paths for peaceful walks surrounded by nature.;-0.653;0.5;1.122
assets/images/icons/ui_playground.png;Fireplace;assets/images/pictures/pic_longue.jpg;A gathering spot with a fireplace for warm and social evenings.;-0.483;0.5;0.771
assets/images/icons/ui_walkway.png;Amphitheater;assets/images/pictures/pic_longue.jpg;An open-air venue with seating, perfect for events and performances.;-1.085;0.5;-0.009
assets/images/icons/ui_walkway.png;Walking place with resting seats;assets/images/pictures/pic_playground.jpg;A walking path with comfortable benches for resting along the way.;-0.819;0.5;-0.31
assets/images/icons/ui_reception.png;Bar and Lobby;assets/images/pictures/pic_longue.jpg;A welcoming space combining a stylish bar and a comfortable lobby for relaxation and social gatherings.;-0.519;0.5;-0.66
